Player ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing Status
8000092,MID,Dylan Shiel,Essendon,West Coast Eagles,14680,81.75,83,CONFIRMED IN TEAM TO PLAY
8000120,MID,Zach Merrett,Essendon,West Coast Eagles,17640,119,126.67,CONFIRMED IN TEAM TO PLAY
8000150,FWD,Peter Wright,Essendon,West Coast Eagles,10470,0,0,CONFIRMED IN TEAM TO PLAY
8000150,RK,Peter Wright,Essendon,West Coast Eagles,10470,0,0,CONFIRMED IN TEAM TO PLAY
8000331,FWD,Jamie Cripps,West Coast Eagles,Essendon,9200,59.4,63.67,CONFIRMED IN TEAM TO PLAY
8000333,DEF,Liam Duggan,West Coast Eagles,Essendon,11760,71.4,72.67,CONFIRMED IN TEAM TO PLAY
8000333,MID,Liam Duggan,West Coast Eagles,Essendon,11760,71.4,72.67,CONFIRMED IN TEAM TO PLAY
8000344,DEF,Jeremy McGovern,West Coast Eagles,Essendon,11130,64,64,CONFIRMED IN TEAM TO PLAY
8000389,FWD,Jade Gresham,Essendon,West Coast Eagles,9630,67.25,75,CONFIRMED IN TEAM TO PLAY
8000546,MID,Jayden Hunt,West Coast Eagles,Essendon,8010,45.6,50,CONFIRMED IN TEAM TO PLAY
8000575,DEF,Mason Redman,Essendon,West Coast Eagles,12980,80.25,79.67,CONFIRMED IN TEAM TO PLAY
8000682,DEF,Ben McKay,Essendon,West Coast Eagles,6000,40,39.33,CONFIRMED IN TEAM TO PLAY
8000744,RK,Sam Draper,Essendon,West Coast Eagles,13120,78.75,75.67,CONFIRMED IN TEAM TO PLAY
8000751,DEF,Andrew McGrath,Essendon,West Coast Eagles,11860,70,58,CONFIRMED IN TEAM TO PLAY
8000756,DEF,Jordan Ridley,Essendon,West Coast Eagles,13220,66,66,CONFIRMED IN TEAM TO PLAY
8000797,RK,Matt Flynn,West Coast Eagles,Essendon,10300,73,73,CONFIRMED IN TEAM TO PLAY
8000799,MID,Will Setterfield,Essendon,West Coast Eagles,14540,104,104,CONFIRMED IN TEAM TO PLAY
8000856,MID,Jack Graham,West Coast Eagles,Essendon,11620,81.75,76.67,CONFIRMED IN TEAM TO PLAY
8000896,FWD,Jake Waterman,West Coast Eagles,Essendon,9740,51.5,51.5,CONFIRMED IN TEAM TO PLAY
8000946,MID,Tim Kelly,West Coast Eagles,Essendon,12340,65.75,66.67,CONFIRMED IN TEAM TO PLAY
8000984,MID,Liam Baker,West Coast Eagles,Essendon,12000,80.4,83,CONFIRMED IN TEAM TO PLAY
8001011,FWD,Liam Ryan,West Coast Eagles,Essendon,9110,59.67,59.67,CONFIRMED IN TEAM TO PLAY
8001381,FWD,Matthew Owies,West Coast Eagles,Essendon,7560,48.4,38.67,CONFIRMED IN TEAM TO PLAY
8001445,MID,Xavier Duursma,Essendon,West Coast Eagles,12500,80,72.33,CONFIRMED IN TEAM TO PLAY
8001473,DEF,Harry Edwards,West Coast Eagles,Essendon,6000,31.25,35,CONFIRMED IN TEAM TO PLAY
8001505,DEF,Jaxon Prior,Essendon,West Coast Eagles,8720,60,59.33,CONFIRMED IN TEAM TO PLAY
8001520,MID,Harrison Jones,Essendon,West Coast Eagles,8870,54.75,49,CONFIRMED IN TEAM TO PLAY
8001520,FWD,Harrison Jones,Essendon,West Coast Eagles,8870,54.75,49,CONFIRMED IN TEAM TO PLAY
8001747,FWD,Archie Perkins,Essendon,West Coast Eagles,9720,69.67,69.67,CONFIRMED IN TEAM TO PLAY
8001748,DEF,Zach Reid,Essendon,West Coast Eagles,9630,71.75,74.67,CONFIRMED IN TEAM TO PLAY
8001816,MID,Sam Durham,Essendon,West Coast Eagles,13970,82.25,84.67,CONFIRMED IN TEAM TO PLAY
8001845,FWD,Ben Hobbs,Essendon,West Coast Eagles,11410,61.5,63,CONFIRMED IN TEAM TO PLAY
8001845,MID,Ben Hobbs,Essendon,West Coast Eagles,11410,61.5,63,CONFIRMED IN TEAM TO PLAY
8001847,MID,Nic Martin,Essendon,West Coast Eagles,16290,93,88.67,CONFIRMED IN TEAM TO PLAY
8001847,FWD,Nic Martin,Essendon,West Coast Eagles,16290,93,88.67,CONFIRMED IN TEAM TO PLAY
8001910,DEF,Brady Hough,West Coast Eagles,Essendon,7950,50.8,41,CONFIRMED IN TEAM TO PLAY
8001911,FWD,Jack Williams,West Coast Eagles,Essendon,7580,45,45,CONFIRMED IN TEAM TO PLAY
8001911,RK,Jack Williams,West Coast Eagles,Essendon,7580,45,45,CONFIRMED IN TEAM TO PLAY
8001951,FWD,Jye Menzie,Essendon,West Coast Eagles,8170,50.33,50.33,CONFIRMED IN TEAM TO PLAY
8002357,DEF,Tyrell Dewar,West Coast Eagles,Essendon,6880,55.2,47,CONFIRMED IN TEAM TO PLAY
8002358,DEF,Reuben Ginbey,West Coast Eagles,Essendon,8310,58.2,55,CONFIRMED IN TEAM TO PLAY
8002359,MID,Elijah Hewett,West Coast Eagles,Essendon,8020,40.67,40.67,CONFIRMED IN TEAM TO PLAY
8002359,FWD,Elijah Hewett,West Coast Eagles,Essendon,8020,40.67,40.67,CONFIRMED IN TEAM TO PLAY
8002375,DEF,Ryan Maric,West Coast Eagles,Essendon,11740,71.4,84,CONFIRMED IN TEAM TO PLAY
8002438,FWD,Nate Caddy,Essendon,West Coast Eagles,8670,49.5,47,CONFIRMED IN TEAM TO PLAY
8002440,DEF,Archie Roberts,Essendon,West Coast Eagles,13600,87.5,91.67,CONFIRMED IN TEAM TO PLAY
8002440,MID,Archie Roberts,Essendon,West Coast Eagles,13600,87.5,91.67,CONFIRMED IN TEAM TO PLAY
8002491,FWD,Archer Reid,West Coast Eagles,Essendon,6000,42.2,48,CONFIRMED IN TEAM TO PLAY
8002491,RK,Archer Reid,West Coast Eagles,Essendon,6000,42.2,48,CONFIRMED IN TEAM TO PLAY
8002492,MID,Harley Reid,West Coast Eagles,Essendon,10780,57.6,62.67,CONFIRMED IN TEAM TO PLAY
8002492,DEF,Harley Reid,West Coast Eagles,Essendon,10780,57.6,62.67,CONFIRMED IN TEAM TO PLAY
8002515,MID,Saad El-Hawli,Essendon,West Coast Eagles,8000,45,45,NAMED AS EMERGENCY RESERVE
8002515,DEF,Saad El-Hawli,Essendon,West Coast Eagles,8000,45,45,NAMED AS EMERGENCY RESERVE
8002524,MID,Jack Hutchinson,West Coast Eagles,Essendon,6620,59.5,59.5,CONFIRMED IN TEAM TO PLAY
8002545,FWD,Isaac Kako,Essendon,West Coast Eagles,7640,45.5,43.67,CONFIRMED IN TEAM TO PLAY
8002602,MID,Hamish Davis,West Coast Eagles,Essendon,6000,18.5,18.5,CONFIRMED IN TEAM TO PLAY
8002602,FWD,Hamish Davis,West Coast Eagles,Essendon,6000,18.5,18.5,CONFIRMED IN TEAM TO PLAY
8002604,MID,Tom Gross,West Coast Eagles,Essendon,7830,67,67,NAMED AS EMERGENCY RESERVE